"album"|"album_url"
"Dualitas"|"https://is4-ssl.mzstatic.com/image/thumb/Music3/v4/86/58/73/86587397-1aa9-63b5-c5a0-175a0e32d8c4/source/512x512.jpg"
"Memento Mori"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/37/a2/9f/37a29fbb-e38d-6368-b012-ea1cb89b6f88/source/512x512.jpg"
"Folie Circulaire"|"https://is5-ssl.mzstatic.com/image/thumb/Music1/v4/cd/69/dc/cd69dc8d-41a5-4fec-13d2-fb5223dd2d8c/source/512x512.jpg"
"A Pagan Storm"|"https://is2-ssl.mzstatic.com/image/thumb/Music5/v4/1a/07/72/1a07724b-4395-c971-90bb-6877fb0aedc4/source/512x512.jpg"
"Call of the Black Winds"|"https://is2-ssl.mzstatic.com/image/thumb/Music91/v4/90/06/67/9006670f-7774-ab8b-472d-b63352ed7ece/source/512x512.jpg"
"Embraced By Fire"|"https://is3-ssl.mzstatic.com/image/thumb/Music2/v4/04/1a/84/041a847b-8127-1248-19d3-1bb57f1f3758/source/512x512.jpg"
"Determined Damnation"|"https://is5-ssl.mzstatic.com/image/thumb/Music111/v4/08/13/c6/0813c605-3a8b-2744-e03e-da90ccc36029/source/512x512.jpg"
"Bloody Tales of Disgraced Lands"|"https://is5-ssl.mzstatic.com/image/thumb/Music4/v4/ef/06/ba/ef06ba08-0000-961d-72e0-182f06ddb402/source/512x512.jpg"
"Cry Wolf"|"https://is3-ssl.mzstatic.com/image/thumb/Music5/v4/7e/07/1b/7e071b97-c939-8121-7828-0303aa295792/source/512x512.jpg"
"Wolfpakk"|"https://is4-ssl.mzstatic.com/image/thumb/Music1/v4/08/41/bc/0841bcbc-0d9d-d1a1-a7c5-6eea5b23f00e/source/512x512.jpg"
"Rise of the Animal"|"https://is4-ssl.mzstatic.com/image/thumb/Music3/v4/f0/b0/fa/f0b0fa14-324b-e10d-64a6-f3370c4dd0cb/source/512x512.jpg"
"The Black Wild Yonder (Mfit)"|"https://is2-ssl.mzstatic.com/image/thumb/Music3/v4/77/b8/7d/77b87d20-7c10-fecc-c68a-03f5d6c2affd/source/512x512.jpg"
"Immersion"|"https://is5-ssl.mzstatic.com/image/thumb/Music3/v4/c0/4a/16/c04a16e5-7deb-0a13-bae2-3664c257e8cc/source/512x512.jpg"
"A Quiet World"|"https://is5-ssl.mzstatic.com/image/thumb/Music71/v4/ec/ca/78/ecca78dd-96c4-fc19-b43b-f8a2c7523672/source/512x512.jpg"
"Midgardian Metal"|"https://is2-ssl.mzstatic.com/image/thumb/Music3/v4/a1/18/dd/a118ddd6-0188-a441-d112-4565a3c12b03/source/512x512.jpg"
"With Gods and Legends Unite"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/7b/b5/8d/7bb58d50-da88-a9c2-4f5b-43fd3b810245/source/512x512.jpg"
"Neverworld's End"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/19/27/65/1927657e-11ab-c7c5-408b-51cffa317706/source/512x512.jpg"
"Theater of Dimensions (Deluxe Edition)"|"https://is2-ssl.mzstatic.com/image/thumb/Music71/v4/e5/ad/82/e5ad8238-067b-5669-799b-bc859dc79b3b/source/512x512.jpg"
"Sacrificium"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/0b/65/0c/0b650c3b-2833-54de-0f77-fe56d99cb8da/source/512x512.jpg"
"Ravenheart"|"https://is5-ssl.mzstatic.com/image/thumb/Music7/v4/40/82/31/408231fa-1bf4-eab1-45b8-d360fd638b2b/source/512x512.jpg"
"Fire & Ashes"|"https://is5-ssl.mzstatic.com/image/thumb/Music7/v4/40/82/31/408231fa-1bf4-eab1-45b8-d360fd638b2b/source/512x512.jpg"
"...For Your God! - EP"|"https://is3-ssl.mzstatic.com/image/thumb/Music124/v4/f1/f7/3b/f1f73b27-8023-8f93-f6bb-6b24f56a0f11/source/512x512.jpg"
"Den Ahnen Zum GruÓe"|"https://is4-ssl.mzstatic.com/image/thumb/Music3/v4/d1/06/f0/d106f046-5255-d8bf-13b4-3d99e4b9b6db/source/512x512.jpg"
"Gizit Dar Faida"|"https://is5-ssl.mzstatic.com/image/thumb/Music113/v4/6b/1c/5e/6b1c5e9a-f931-1608-9f4a-6bd83d0f433c/source/512x512.jpg"
"Kv„llningsvindar ”ver Nordrönt Land (re-mastered w. bonus)"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/6f/87/fe/6f87fe78-0bd0-f133-915a-58954be8d842/source/512x512.jpg"
"Irrbloss"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/98/f5/ba/98f5ba18-7a91-94c7-bfcf-dd723574ca97/source/512x512.jpg"
"The Storm and the Silence"|"https://is3-ssl.mzstatic.com/image/thumb/Music123/v4/2e/62/3d/2e623d33-9aad-47ba-0998-dea9259f0b71/source/512x512.jpg"
"Surreal World"|"https://is4-ssl.mzstatic.com/image/thumb/Music122/v4/ac/e3/f6/ace3f635-382f-cf01-0d83-a9a3ccd23b3a/source/512x512.jpg"
"Morbid Celestial Desecration"|"https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/45/2b/75/452b7581-4963-8c61-3190-d16455e5ac8c/source/512x512.jpg"
"Theosis"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/88/d2/0b/88d20b7b-dfd8-5103-91f0-8a8ca5bf4ee6/source/512x512.jpg"
"Amenti:?????? ??????? ??? ??????? ???????"|"https://is3-ssl.mzstatic.com/image/thumb/Music4/v4/25/ce/31/25ce315e-ac64-50cf-2763-3c0d514a7c2f/source/512x512.jpg"
"Vamachara"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/d3/04/b9/d304b9f9-50a1-7da1-2504-caa73a64b39b/source/512x512.jpg"
"Pieces of Mankind"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/4e/ca/33/4eca3323-b4a8-d01b-a157-a08470ffc654/source/512x512.jpg"
"Eidolon"|"https://is3-ssl.mzstatic.com/image/thumb/Music7/v4/74/4d/6b/744d6b66-8174-2f61-a455-1118a42c8210/source/512x512.jpg"
"Random's Manifest (Remastered)"|"https://is4-ssl.mzstatic.com/image/thumb/Music30/v4/3d/ed/1d/3ded1da4-7209-e4d1-fae1-9a8117d882a4/source/512x512.jpg"
"Extance"|"https://is2-ssl.mzstatic.com/image/thumb/Music4/v4/1b/db/12/1bdb12f9-a707-bad9-9ca3-9aab09d25ed0/source/512x512.jpg"
"Cendres et Sang"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/70/7e/f0/707ef0d6-5ebb-3afc-a0d9-63db26156e5d/source/512x512.jpg"
"Of Unsound Minds"|"https://is3-ssl.mzstatic.com/image/thumb/Music4/v4/5f/aa/32/5faa3249-0560-9bd8-41af-729b29bfaba1/source/512x512.jpg"
"Ode to Salvation"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/48/27/93/48279305-8770-e89a-d82b-6011a30c6756/source/512x512.jpg"
"The Silver Arm"|"https://is5-ssl.mzstatic.com/image/thumb/Music113/v4/48/09/b3/4809b38e-6791-de3b-e878-f116b90fa8a7/source/512x512.jpg"
"Throes"|"https://is1-ssl.mzstatic.com/image/thumb/Music111/v4/55/bb/44/55bb445c-5f1b-b1a7-e43b-bde1b569e835/source/512x512.jpg"
"Omonoia"|"https://is5-ssl.mzstatic.com/image/thumb/Music4/v4/3a/c3/27/3ac32752-8d87-57db-1bfd-65bcb4f7f715/source/512x512.jpg"
"Adrenaline Shot - EP"|"https://is4-ssl.mzstatic.com/image/thumb/Music1/v4/b4/f4/30/b4f430e3-caa1-17f5-7d23-ea37ea772632/source/512x512.jpg"
"No Light"|"https://is3-ssl.mzstatic.com/image/thumb/Music60/v4/01/9f/bd/019fbd17-51ef-fda4-9fb2-4fd5dba03260/source/512x512.jpg"
"Demonized"|"https://is2-ssl.mzstatic.com/image/thumb/Music124/v4/5a/37/d2/5a37d24b-5331-82f9-2134-be528e399357/source/512x512.jpg"
"Sirens"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/eb/e1/e9/ebe1e956-1cc2-25fb-8652-f93f386a4c4f/source/512x512.jpg"
"Doomed Dark Years"|"https://is3-ssl.mzstatic.com/image/thumb/Music128/v4/03/3c/34/033c34f4-a2bf-be62-0d4a-4d530c121b1b/source/512x512.jpg"
"Rise from Within"|"https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/95/ac/ba/95acba45-f1bc-507c-8031-257657950431/source/512x512.jpg"
"Quod Superius Sicut Inferius"|"https://is5-ssl.mzstatic.com/image/thumb/Music123/v4/86/19/2f/86192fed-1dac-ce26-459e-9ec419f3efab/source/512x512.jpg"
"Fires of Redemption"|"https://is3-ssl.mzstatic.com/image/thumb/Music3/v4/61/25/51/612551b1-cc52-d075-cff0-8e56984e01ea/source/512x512.jpg"
"Against All Odds"|"https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/f8/82/b4/f882b43d-5419-b831-279a-d18fa0743b74/source/512x512.jpg"
"The Butterfly Raiser"|"https://is1-ssl.mzstatic.com/image/thumb/Music111/v4/e5/5a/8b/e55a8b26-f9c0-b78b-0917-92350d4f4202/source/512x512.jpg"
"Always Forever"|"https://is2-ssl.mzstatic.com/image/thumb/Music128/v4/ee/7d/38/ee7d38b3-7ece-7041-e59b-ab439c04afaf/source/512x512.jpg"
"The Passage - EP"|"https://is3-ssl.mzstatic.com/image/thumb/Music128/v4/3e/61/b0/3e61b049-036c-ebcc-c695-82990df4e0c3/source/512x512.jpg"
"Zos Kia Cultus"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/32/c9/15/32c91509-46ba-bfb0-4118-76938805e2d2/source/512x512.jpg"
"Antichristian Phenomenon"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/7f/69/93/7f69939b-7917-7632-4c99-53bbc31e76e2/source/512x512.jpg"
"Demigod"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/7f/69/93/7f69939b-7917-7632-4c99-53bbc31e76e2/source/512x512.jpg"
"Satanica"|"https://is1-ssl.mzstatic.com/image/thumb/Music7/v4/23/36/dd/2336dd74-912e-7f70-87cd-d3b60594eba6/source/512x512.jpg"
"And the Forests Dream Eternally"|"https://is3-ssl.mzstatic.com/image/thumb/Music124/v4/39/5a/d4/395ad45f-47d0-ee6d-2336-1b1be041141b/source/512x512.jpg"
"Sventevith (Storming Near the Baltic)"|"https://is3-ssl.mzstatic.com/image/thumb/Music124/v4/39/5a/d4/395ad45f-47d0-ee6d-2336-1b1be041141b/source/512x512.jpg"
"I Loved You at Your Darkest"|"https://is3-ssl.mzstatic.com/image/thumb/Music128/v4/7b/79/5a/7b795a9f-b967-e339-8f50-62799d2ae47d/source/512x512.jpg"
"Blow Your Trumpets Gabriel"|"https://is4-ssl.mzstatic.com/image/thumb/Music6/v4/01/4f/03/014f0377-0b3a-3abc-2d6c-efff430af310/source/512x512.jpg"
"The Satanist"|"https://is4-ssl.mzstatic.com/image/thumb/Music6/v4/01/4f/03/014f0377-0b3a-3abc-2d6c-efff430af310/source/512x512.jpg"
"From the Pagan Vastlands (Live)"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/28/75/c3/2875c3fb-6897-d545-19a0-9bb9f0cb0c7a/source/512x512.jpg"
"Slaves Shall Serve"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/9b/06/f9/9b06f97c-b97f-e1bf-7cf3-e582ea891ee1/source/512x512.jpg"
"Evangelion (Bonus Track Version)"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/ae/06/38/ae06389a-2783-906c-738c-182e1cf30555/source/512x512.jpg"
"Final Act: Martyr"|"https://is2-ssl.mzstatic.com/image/thumb/Music118/v4/14/93/12/14931253-bb6d-4250-31e1-1065b7a084e0/source/512x512.jpg"
"Sounds of Disembowelment"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/80/da/b0/80dab039-b015-0127-62ec-78cf65f1b3b8/source/512x512.jpg"
"Still Nothing Moves You"|"https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/1d/c3/a6/1dc3a62b-c0cf-3699-4456-53b32ae0958e/source/512x512.jpg"
"Rohnert Park"|"https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/85/2d/1a/852d1a49-cd85-c1aa-0c72-44a7c02d0d05/source/512x512.jpg"
"Violence Violence"|"https://is2-ssl.mzstatic.com/image/thumb/Music123/v4/50/61/8a/50618a5b-ab23-0de2-5171-f92abbcc6586/source/512x512.jpg"
"Zoo (Bonus Track Version)"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/09/e6/df/09e6df26-0eda-8cd2-fc01-dc09f022be19/source/512x512.jpg"
"Scared People - EP"|"https://is3-ssl.mzstatic.com/image/thumb/Music128/v4/74/be/1b/74be1bd0-0b07-0d3f-317e-3a1720cad966/source/512x512.jpg"
"The L-Shaped Man: The Demo Recordings"|"https://is4-ssl.mzstatic.com/image/thumb/Music123/v4/11/e2/d8/11e2d841-e23a-4d0c-bd8e-b8dae898710a/source/512x512.jpg"
"Ruined My Plans"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/c0/cc/e5/c0cce5bc-58a5-6e40-3c67-cd87ea32c1bd/source/512x512.jpg"
"Threnody"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/5e/46/57/5e4657c8-1b13-cc2d-3e40-30ad9a2aad43/source/512x512.jpg"
"Anomima"|"https://is2-ssl.mzstatic.com/image/thumb/Music114/v4/66/e3/97/66e397eb-1d67-8559-a555-1c69ee97a7da/source/512x512.jpg"
"The Scarlet Queen"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/ec/4e/bb/ec4ebb7a-7eb9-63f2-6aeb-0d33d14e2ee9/source/512x512.jpg"
"Spiritual Complexity"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/5c/e5/2d/5ce52d98-f878-ec01-940b-194c579bc8f6/source/512x512.jpg"
"Vicious Dominion"|"https://is4-ssl.mzstatic.com/image/thumb/Music4/v4/91/37/c5/9137c5e1-183a-828c-4179-544cf1829784/source/512x512.jpg"
"The Great Absence"|"https://is3-ssl.mzstatic.com/image/thumb/Music113/v4/0d/0a/69/0d0a6941-b3c1-62c4-6c7c-d3e033b88565/source/512x512.jpg"
"Graves of the Archangels"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/68/4b/4f/684b4f71-2747-9822-deda-90a9c875ebef/source/512x512.jpg"
"Promulgation of the Fall"|"https://is5-ssl.mzstatic.com/image/thumb/Music4/v4/31/b2/8e/31b28e55-bd04-2d05-8abc-87c9c01bd711/source/512x512.jpg"
"Enter Annihilation"|"https://is5-ssl.mzstatic.com/image/thumb/Music122/v4/d7/b0/96/d7b096ce-382c-322d-d5b7-9fbc5e5252c1/source/512x512.jpg"
"Transmission to Chaos"|"https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/2b/a0/68/2ba068f3-cc3a-31f6-3eaf-0e2049cbaf3f/source/512x512.jpg"
"666"|"https://is2-ssl.mzstatic.com/image/thumb/Music4/v4/bc/37/6e/bc376e4c-f611-b70c-0a7f-edc242b78595/source/512x512.jpg"
"1A Satanic Propaganda (S.N.T.F Rising)"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/fd/50/67/fd506782-3790-1973-73ec-bd01c02ce24b/source/512x512.jpg"
"Fallen Empires"|"https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/fa/14/37/fa14370e-19dc-7bf9-614c-fc734e71af6a/source/512x512.jpg"
"Realms of Time"|"https://is3-ssl.mzstatic.com/image/thumb/Music123/v4/82/7f/ce/827fcecc-7cbf-1b30-edb4-967c7913e35f/source/512x512.jpg"
"Star Tales"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/38/57/91/3857916e-ea63-f65e-bf02-b722acaab5ff/source/512x512.jpg"
"Winds Of The Sun"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/40/89/e3/4089e3c9-d1d0-8eeb-d549-b01c967130f8/source/512x512.jpg"
"Ocean Dynamics"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/70/2d/92/702d92ea-c62f-4deb-1227-db63c7d7cd7e/source/512x512.jpg"
"Hellish Metal Dominate"|"https://is4-ssl.mzstatic.com/image/thumb/Music113/v4/56/e5/78/56e57838-9e26-6d94-5f71-8bee8ba485be/source/512x512.jpg"
"Silent Scream"|"https://is3-ssl.mzstatic.com/image/thumb/Music111/v4/2f/62/97/2f6297da-456b-ed8e-5f64-bcb2aa03fe7f/source/512x512.jpg"
"Someplace Better"|"https://is3-ssl.mzstatic.com/image/thumb/Music111/v4/b3/c9/80/b3c98038-6df7-1a8e-11b0-ab501c0ab14d/source/512x512.jpg"
"Regeneration"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/e5/34/a0/e534a05a-e83d-8091-2ca2-6c1766e634aa/source/512x512.jpg"
"Metal Dome"|"https://is2-ssl.mzstatic.com/image/thumb/Music60/v4/33/ac/1b/33ac1bc6-25fa-0f11-5a48-b3292f04834c/source/512x512.jpg"
"Messengers of the Darkest Dawn"|"https://is2-ssl.mzstatic.com/image/thumb/Music123/v4/8d/62/c9/8d62c9f6-6d2f-2308-ae49-8d7bc150dbe5/source/512x512.jpg"
"Magic Chaos Psychedelia"|"https://is4-ssl.mzstatic.com/image/thumb/Music2/v4/9c/e0/db/9ce0dbca-ee11-1984-ec39-65148e646b54/source/512x512.jpg"
"Allegiance"|"https://is1-ssl.mzstatic.com/image/thumb/Music3/v4/6f/14/b8/6f14b8cd-246f-afa7-c566-c031ecf91217/source/512x512.jpg"
"Forged By Fire"|"https://is1-ssl.mzstatic.com/image/thumb/Music6/v4/a9/17/75/a91775ca-8b40-a101-80f0-846e58908fba/source/512x512.jpg"
"Days of Defiance"|"https://is2-ssl.mzstatic.com/image/thumb/Music22/v4/db/b6/83/dbb68362-57e3-eb28-c267-eda88b1fab72/source/512x512.jpg"
"Immortals"|"https://is2-ssl.mzstatic.com/image/thumb/Music71/v4/6c/1a/c0/6c1ac0f3-113d-ebbc-434e-bdec154f3fe6/source/512x512.jpg"
"The Premonition"|"https://is4-ssl.mzstatic.com/image/thumb/Music6/v4/51/8d/da/518dda40-c983-e06c-48e3-00d1add89308/source/512x512.jpg"
"Between Heaven and Hell"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/67/8a/96/678a9619-5c6d-d9f8-5036-4c37a5622654/source/512x512.jpg"
"Few Against Many"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/7d/6a/eb/7d6aebbe-f9b1-4a13-3151-be915cc49c2f/source/512x512.jpg"
"Burning Earth"|"https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/e2/3b/ce/e23bceb7-e39b-2b84-d988-14f5df0c852c/source/512x512.jpg"
"What Doesn't Kill Us..."|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/00/0a/c7/000ac785-b575-b9d2-c211-96f8ee8ba284/source/512x512.jpg"
"Invictus"|"https://is2-ssl.mzstatic.com/image/thumb/Music124/v4/f0/d9/1e/f0d91e44-e6ee-0515-192a-f58c6bdb14aa/source/512x512.jpg"
"Brand New Revolution"|"https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/88/4c/9e/884c9edb-0510-dbe4-498e-13918d73e978/source/512x512.jpg"
"I Am the Fire"|"https://is5-ssl.mzstatic.com/image/thumb/Music69/v4/81/38/3f/81383f3d-31f9-9e2a-b698-b6bd567fd17e/source/512x512.jpg"
"Oi Magoi"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/35/06/01/35060143-aca9-2a4e-f393-55b3513556dc/source/512x512.jpg"
"Pneuma"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/d8/e7/d9/d8e7d996-8a97-ecb2-b2b2-3fb2094faae5/source/512x512.jpg"
"Cain's Way"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/67/62/91/6762910e-330d-d86d-e867-8e571d3ffb4d/source/512x512.jpg"
"Morphosis"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/02/70/b5/0270b5bd-e0e1-ba9c-7877-c6a778905be2/source/512x512.jpg"
"Awakening of the Liar"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/38/5f/58/385f5885-1cda-2ddb-3df4-4cf90e44c141/source/512x512.jpg"
"Solarflesh"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/00/0c/aa/000caa96-be4d-4eca-bf04-1d30c430c47d/source/512x512.jpg"
"Holy Dead Trinity (Victims Ep / Lord Is Avenger Lp)"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/30/57/19/305719a4-bc43-a248-e856-0af3f35223d9/source/512x512.jpg"
"Erebos (feat. No)"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/e8/46/6e/e8466e4f-a809-4764-c2d8-47705db9e50e/source/512x512.jpg"
"Tremendum"|"https://is5-ssl.mzstatic.com/image/thumb/Music111/v4/b0/57/35/b057358b-406a-b59a-2064-894713238620/source/512x512.jpg"
"Knowledge... Their Enemy"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/33/b5/7f/33b57f65-2698-7492-15db-9a25173621af/source/512x512.jpg"
"Human Consumes Human"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/4e/5f/05/4e5f0587-05d8-d886-666f-6478ff12d0f9/source/512x512.jpg"
"The Gradual Immersion In Nihilism - EP"|"https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/08/e8/e2/08e8e2d7-1ff1-02f7-62c8-ff6b235c64c5/source/512x512.jpg"
"Inhumane Minimalism"|"https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/cd/c3/1a/cdc31a74-272d-32f5-916b-e3af56e48c5c/source/512x512.jpg"
"Dark Masterpiece"|"https://is1-ssl.mzstatic.com/image/thumb/Music49/v4/ee/9c/fb/ee9cfbd8-875e-9549-bd36-4adaa4ca377e/source/512x512.jpg"
"Be My Drug"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/20/4f/ee/204fee16-b89b-74eb-92fa-dae2026ed714/source/512x512.jpg"
"Sinful Nation"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/7b/24/90/7b24907d-d2a7-b944-5a76-c3d3555366dd/source/512x512.jpg"
"Inner Strength"|"https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/a3/d0/fa/a3d0faa2-a7a6-3762-526b-bfc2edee2bbd/source/512x512.jpg"
"Waiting for the Dawn"|"https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/91/eb/a0/91eba0d9-9694-59ae-9d9f-2e2f37aec2c0/source/512x512.jpg"
"No Turning Back"|"https://is2-ssl.mzstatic.com/image/thumb/Music124/v4/be/1a/a6/be1aa616-1dfc-0756-ba79-32330dc3ccda/source/512x512.jpg"
"Silent Faces"|"https://is3-ssl.mzstatic.com/image/thumb/Music124/v4/58/3a/78/583a784e-ebc7-83b1-afc2-e92c7a5ea68f/source/512x512.jpg"
"Innerwish"|"https://is4-ssl.mzstatic.com/image/thumb/Music113/v4/04/c2/f7/04c2f768-827e-bc4e-cf61-3f66cd408aeb/source/512x512.jpg"
"Extermination of Millions"|"https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/84/d5/eb/84d5ebdd-80c1-d521-7b27-14ec5cd9d601/source/512x512.jpg"
"Circle of Perversion"|"https://is3-ssl.mzstatic.com/image/thumb/Music128/v4/73/da/7b/73da7bd4-e354-240e-1ed9-b5c423c5f47b/source/512x512.jpg"
"Memories from the Future"|"https://is2-ssl.mzstatic.com/image/thumb/Music111/v4/eb/4f/fd/eb4ffd22-43d5-3c7b-972e-4d8b4e19c4a6/source/512x512.jpg"
"Ophiolatreia"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/7f/9d/a1/7f9da161-ca1d-a88d-1b58-82581b14a113/source/512x512.jpg"
"Feltia"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/cd/39/bb/cd39bb50-4ecf-7176-8516-db4aa87ff32d/source/512x512.jpg"
"Gods of War - At War"|"https://is1-ssl.mzstatic.com/image/thumb/Music71/v4/0a/ce/0b/0ace0b6b-931c-6e64-3ed1-e5a0c1a67996/source/512x512.jpg"
"The Ancient Returns"|"https://is2-ssl.mzstatic.com/image/thumb/Music71/v4/de/ff/25/deff256c-e9fa-e155-1e42-f05b9518400b/source/512x512.jpg"
"Žra"|"https://is3-ssl.mzstatic.com/image/thumb/Music3/v4/6e/7d/d0/6e7dd052-4783-9eec-1a62-18948e29907d/source/512x512.jpg"
"Lucitherion (Temple of Radiant Sun)"|"https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/5a/d6/93/5ad693f5-a862-5780-0e19-7ff96ca49e51/source/512x512.jpg"
"River At Dash Scalding"|"https://is3-ssl.mzstatic.com/image/thumb/Music123/v4/0c/69/c7/0c69c763-e7e2-cee4-f2b3-c9006ac17f87/source/512x512.jpg"
"Discipline Manifesto"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/80/1e/42/801e426c-81a9-7be7-9cb2-67a6882eee2a/source/512x512.jpg"
"Scarlet Evil Witching Black"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/54/8d/bb/548dbbe0-c915-f101-6340-897060878c08/source/512x512.jpg"
"The Sound of Lucifer Storming Heaven"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/67/fb/1d/67fb1daf-7d91-c37f-9a12-6d9bbf4888f7/source/512x512.jpg"
"Ancient Pride - EP"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/bf/2c/b8/bf2cb8f4-b54d-a2ba-3cca-3ccb37217966/source/512x512.jpg"
"IV: Malice"|"https://is5-ssl.mzstatic.com/image/thumb/Music113/v4/04/28/86/04288606-8f28-81cc-414b-817119a00f2e/source/512x512.jpg"
"Hegaiamas: A Song for Freedom"|"https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/be/2e/b1/be2eb1e9-942a-daf6-4e7a-70ce61e362c0/source/512x512.jpg"
"The Wisdom Machine"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/80/2e/71/802e7185-5737-0220-6759-979ca92e7c04/source/512x512.jpg"
"Orvam: A Song for Home"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/bf/34/75/bf347541-b621-059c-3719-8679fb907a68/source/512x512.jpg"
"Through Silver In Blood"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/d1/96/1d/d1961d0d-6dc0-b6db-4dd5-5d3b9840ae9a/source/512x512.jpg"
"Souls At Zero"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/0d/9a/e2/0d9ae2b8-97e9-7c62-04cf-fe7246df395f/source/512x512.jpg"
"The Eye of Every Storm"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/28/a8/1c/28a81c3f-65db-27d3-474d-67f04b984071/source/512x512.jpg"
"The Word as Law (Remastered)"|"https://is2-ssl.mzstatic.com/image/thumb/Music118/v4/47/b7/82/47b782ce-5f65-8792-5121-a66fc4ccff06/source/512x512.jpg"
"Enemy of the Sun"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/17/94/b0/1794b0cf-0c21-36f0-af84-6d0abdce6c60/source/512x512.jpg"
"Sovereign (Remastered) [Bonus Track Version]"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/53/7e/ba/537eba70-93a4-2022-5446-d9e6fbd76fb1/source/512x512.jpg"
"A Sun That Never Sets"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/a5/5b/4a/a55b4a19-6248-a4a1-673f-1438f07e0f04/source/512x512.jpg"
"Times of Grace"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/c0/e8/ed/c0e8ed8b-b9e8-fe8c-5811-8b14442401e0/source/512x512.jpg"
