"album"|"album_url"
"Argus (Remastered)"|"https://is3-ssl.mzstatic.com/image/thumb/Music128/v4/1a/10/8a/1a108aea-e253-3102-4a50-4cc7744ff8c2/source/512x512.jpg"
"Boldly Stride the Doomed"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/00/e6/4b/00e64bec-48c8-7f7e-9406-12e8a9deee03/source/512x512.jpg"
"Beyond the Martyrs"|"https://is5-ssl.mzstatic.com/image/thumb/Music4/v4/29/fb/b2/29fbb2e8-cc3d-4354-a5ab-ad60c7017b74/source/512x512.jpg"
"Belladonna"|"https://is5-ssl.mzstatic.com/image/thumb/Music123/v4/b5/e7/cd/b5e7cda8-88ac-5d48-8195-ce8baa37e24a/source/512x512.jpg"
"Dictius Te Necare"|"https://is1-ssl.mzstatic.com/image/thumb/Music1/v4/67/29/4a/67294ad9-ef28-cd2e-bba1-e44a10336ac0/source/512x512.jpg"
"Schatten Aus Der Alexander Welt"|"https://is1-ssl.mzstatic.com/image/thumb/Music1/v4/67/29/4a/67294ad9-ef28-cd2e-bba1-e44a10336ac0/source/512x512.jpg"
"Hexakosioihexekontahexaphobia (Deluxe Edition)"|"https://is2-ssl.mzstatic.com/image/thumb/Music7/v4/2f/3c/81/2f3c8190-cbbe-199a-313d-cd55f512ab87/source/512x512.jpg"
"Dark Metal"|"https://is4-ssl.mzstatic.com/image/thumb/Music1/v4/45/97/c6/4597c6ef-4cae-fdbc-5d35-b636177be3b0/source/512x512.jpg"
"Possessed"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/f3/e1/f9/f3e1f92a-99cf-f34a-a6d9-868107ca3a07/source/512x512.jpg"
"Silicon Messiah"|"https://is1-ssl.mzstatic.com/image/thumb/Music2/v4/10/0f/06/100f066f-04ee-07a4-6d15-ad7247f2407c/source/512x512.jpg"
"Tenth Dimension"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/47/9d/cd/479dcd1c-b8ac-ec6d-3b4a-9e2d4a95ecce/source/512x512.jpg"
"Blood and Belief"|"https://is2-ssl.mzstatic.com/image/thumb/Music2/v4/23/b8/83/23b88308-4f34-62ce-fc5a-4981a8b79393/source/512x512.jpg"
"MOZAIQ"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/77/b3/63/77b3633b-0768-f452-4811-e452b1812b4e/source/512x512.jpg"
"Idolator"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/63/85/4f/63854f0f-d7e6-3741-9449-79788116ee2c/source/512x512.jpg"
"Silence of Northern Hell"|"https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/a6/36/94/a636940b-64f5-3bcf-22e3-19b8fca885da/source/512x512.jpg"
"Mystic Your Heart"|"https://is2-ssl.mzstatic.com/image/thumb/Music125/v4/a6/36/94/a636940b-64f5-3bcf-22e3-19b8fca885da/source/512x512.jpg"
"Attention Please"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/f6/da/12/f6da1221-7725-f14b-1f76-ed06a4c2c33d/source/512x512.jpg"
"Akuma No Uta"|"https://is5-ssl.mzstatic.com/image/thumb/Music123/v4/4f/cf/c5/4fcfc53d-e59b-602b-7c54-f12247a8dbcc/source/512x512.jpg"
"Boris at Last - Feedbacker"|"https://is5-ssl.mzstatic.com/image/thumb/Music123/v4/6d/29/46/6d2946c6-f3b4-5340-8de7-b617c315ec65/source/512x512.jpg"
"The Fleshland"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/0f/27/21/0f272119-f281-36e9-7cd4-7f6106e7d54a/source/512x512.jpg"
"March of Despair - EP"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/e9/8a/56/e98a5632-ada4-fd17-9f81-e19c677174e6/source/512x512.jpg"
"Mortuary in Darkness"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/34/a7/7e/34a77e88-e951-5f8e-63a3-0b865bbb69ca/source/512x512.jpg"
"Craving to Eternal Slumber - EP"|"https://is5-ssl.mzstatic.com/image/thumb/Music7/v4/c2/92/95/c2929561-00f4-ee47-8c23-0c16d7f220b5/source/512x512.jpg"
"XENO"|"https://is2-ssl.mzstatic.com/image/thumb/Music124/v4/39/ae/96/39ae9698-b10e-cdd8-d6e4-6be9f322bc37/source/512x512.jpg"
"Apocalyze"|"https://is2-ssl.mzstatic.com/image/thumb/Music6/v4/d1/9d/ba/d19dba1d-4e78-59e3-90a8-ef5ad0879b15/source/512x512.jpg"
"The Dream, The Space"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/35/a9/78/35a9787c-20d5-0dff-5131-b2e4ec9b1242/source/512x512.jpg"
"Zion EP"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/ee/03/7c/ee037c8a-755b-dd3f-41ec-5afde0a936bf/source/512x512.jpg"
"New Age Warriors - Single"|"https://is5-ssl.mzstatic.com/image/thumb/Music118/v4/38/4c/87/384c8785-545d-bc7f-2ac3-60d5c09beab9/source/512x512.jpg"
"Jihad"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/5e/62/d3/5e62d31c-617e-12bf-43c5-d7e838b621ae/source/512x512.jpg"
"Vigor Mortis"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/26/96/52/269652f8-149c-8010-e864-9a970707b071/source/512x512.jpg"
"Saturday Night Evil"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/f2/1a/cf/f21acfd8-871d-0ef0-db02-9cceb85ba988/source/512x512.jpg"
"Orphic Signs"|"https://is2-ssl.mzstatic.com/image/thumb/Music118/v4/0f/ee/bf/0feebf31-30fc-d48a-8f50-2523ed2d41c5/source/512x512.jpg"
"Implicit Obedience"|"https://is5-ssl.mzstatic.com/image/thumb/Music6/v4/a9/b5/01/a9b50146-c2be-2d0f-4380-9d47042442d0/source/512x512.jpg"
"Infinity... A Timeless Journey Through an Emotional Dream (Remastered Version)"|"https://is3-ssl.mzstatic.com/image/thumb/Music128/v4/bb/b0/22/bbb02236-d332-288f-0af4-f0bf414a61d7/source/512x512.jpg"
"Sound of Majestic Colors"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/06/47/c8/0647c8e4-a5af-b13c-bd8b-d800aa2d89f4/source/512x512.jpg"
"Gloomy Lights"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/11/e2/18/11e21896-543d-0860-3832-cbedc6a944cc/source/512x512.jpg"
"Ill Innocence"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/9c/34/bf/9c34bf93-cd87-5695-313f-5ac730bf3a04/source/512x512.jpg"
"RESURRECTION"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/9c/d7/e1/9cd7e163-d658-6f8a-cca6-d92799d50e91/source/512x512.jpg"
"ONE FOR ALL-ALL FOR ONE"|"https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/0b/f0/06/0bf0064b-8763-d6b1-3174-91acdb9018df/source/512x512.jpg"
"ANGEL OF SALVATION"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/03/92/9f/03929f1c-3118-6a2f-3d3d-3ade3af0aa91/source/512x512.jpg"
"Beyond the end of despair..."|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/f0/7a/47/f07a4761-6073-a28a-5302-5d39d56db55d/source/512x512.jpg"
"VETELGYUS"|"https://is2-ssl.mzstatic.com/image/thumb/Music1/v4/c9/bc/34/c9bc34b1-2bcc-a0cf-b445-03b40e7b3a01/source/512x512.jpg"
"UNDER THE FORCE OF COURAGE"|"https://is2-ssl.mzstatic.com/image/thumb/Music69/v4/49/41/a6/4941a6d6-0d8a-3eba-b1d6-6a3aff4d33e1/source/512x512.jpg"
"BEGINNING OF THE RESURRECTION -Digital EP-"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/98/8c/a1/988ca1b0-a852-59b5-9b9e-856b0c4ab18d/source/512x512.jpg"
"The Flag of Punishment"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/bf/fb/e4/bffbe4f1-3af3-c1e9-6ded-362718106f7f/source/512x512.jpg"
"REINCARNATION"|"https://is4-ssl.mzstatic.com/image/thumb/Music118/v4/b1/3d/e9/b13de90b-a48d-827e-fc6e-9a59f12a2529/source/512x512.jpg"
"THE IRONHEARTED FLAG Vol. 2: REFORMATION SIDE"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/70/99/88/70998845-c3d9-7717-45a6-f37bd3448f2d/source/512x512.jpg"
"PHOENIX RISING"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/98/44/f6/9844f685-7b70-2549-ab2a-9aa2db973524/source/512x512.jpg"
"Advance To The Fall"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/ec/eb/56/eceb56a4-a916-c664-4529-2a4984b6926e/source/512x512.jpg"
"Ultimate Sacrifice"|"https://is5-ssl.mzstatic.com/image/thumb/Music118/v4/6e/8a/03/6e8a0396-a0d7-7ba3-ab80-fb03a82ea1ab/source/512x512.jpg"
"Fascinating Violence"|"https://is2-ssl.mzstatic.com/image/thumb/Music2/v4/26/72/f7/2672f7b8-9c7e-3748-82f7-ad69dab7d2d9/source/512x512.jpg"
"Black Bride"|"https://is2-ssl.mzstatic.com/image/thumb/Music5/v4/d4/23/73/d42373c2-b8c1-bd86-ba32-c5fe15c0d944/source/512x512.jpg"
"Save Me from Myself"|"https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/c6/e1/0f/c6e10f9b-183a-2658-4949-d1d3b6b02cd0/source/512x512.jpg"
"An Anatomy of the Beast"|"https://is4-ssl.mzstatic.com/image/thumb/Music22/v4/77/80/31/778031d1-a83a-f8f9-9c58-7fcee4aaa273/source/512x512.jpg"
"Banquet in the Darkness"|"https://is4-ssl.mzstatic.com/image/thumb/Music62/v4/22/83/55/22835556-e982-8467-a01b-83b7cacb19f1/source/512x512.jpg"
"The Second Renaissance"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/c3/91/10/c3911095-4729-839b-2882-85e7a8a16b68/source/512x512.jpg"
"Into the Oriental Phantasma"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/c6/8e/7c/c68e7c94-441c-0b33-6281-89d32910309a/source/512x512.jpg"
"Eternity"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/e0/a8/df/e0a8dfdc-f8cd-23fc-e2a9-dcd56c743b6c/source/512x512.jpg"
"THE GATEWAY TO NEW DIMENSION"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/d7/22/e5/d722e546-035d-06c9-9aa5-10ded781dfc0/source/512x512.jpg"
"Chanson de la Croisade"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/c8/c0/fd/c8c0fd66-c729-e934-0224-95bdf8ccbfb9/source/512x512.jpg"
"Tales, Ale & Fire"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/ae/c6/ba/aec6ba97-3cc6-bdde-65c8-d452b4d1a8c9/source/512x512.jpg"
"Lightning Strikes"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/9d/6c/22/9d6c22fb-ecfd-4cda-f16a-a0d5d3230651/source/512x512.jpg"
"Hurricane Eyes"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/a5/98/8e/a5988e38-be0b-f041-201e-01b958c20e72/source/512x512.jpg"
"Thunder In the East"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/c3/86/29/c3862993-ca48-2f3a-49e6-5195044e1e80/source/512x512.jpg"
"King of Pain"|"https://is1-ssl.mzstatic.com/image/thumb/Music1/v4/f7/64/14/f76414f2-fa1d-95f5-4ed3-d390172bae53/source/512x512.jpg"
"The Everlasting"|"https://is1-ssl.mzstatic.com/image/thumb/Music3/v4/9c/42/8a/9c428a01-bb9a-780f-b91a-27fbd9458d40/source/512x512.jpg"
"Eve To Dawn"|"https://is2-ssl.mzstatic.com/image/thumb/Music128/v4/31/70/aa/3170aa87-47b1-4330-54d8-d8a300fc45ee/source/512x512.jpg"
"Soldier of Fortune"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/23/34/e0/2334e0a1-6365-68b8-752b-27ebdf2f7d02/source/512x512.jpg"
"The Birthday Eve"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/e8/66/b4/e866b4ff-09c1-fef5-e84f-ff37244ce536/source/512x512.jpg"
"Biosphere Shinsekai"|"https://is3-ssl.mzstatic.com/image/thumb/Music5/v4/0e/0e/55/0e0e558d-3529-fcb5-22a2-e6d6d8434804/source/512x512.jpg"
"Devil Soldier"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/37/d0/3b/37d03b97-0bf8-4f9b-9085-dd0a8ccb0f7e/source/512x512.jpg"
"Shadows of War"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/17/1f/31/171f311b-99c2-0307-1860-d185e5c893c3/source/512x512.jpg"
"Metal Mad"|"https://is5-ssl.mzstatic.com/image/thumb/Music4/v4/9c/92/46/9c92463d-a485-68f1-d6d0-4ecd7fd0af70/source/512x512.jpg"
"Racing (English Version)"|"https://is5-ssl.mzstatic.com/image/thumb/Music5/v4/85/03/cc/8503cc36-a1cd-ccde-ab8f-1a85f546fca5/source/512x512.jpg"
"Malae Artes"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/f5/5c/99/f55c99ac-ab7c-eefd-ca07-2ecf5513a075/source/512x512.jpg"
"Superangelic Hate Bringers"|"https://is3-ssl.mzstatic.com/image/thumb/Music3/v4/8d/e9/da/8de9da05-a873-fc7c-d5be-425a46edf2c0/source/512x512.jpg"
"Romantic Tragedy's Crescendo"|"https://is3-ssl.mzstatic.com/image/thumb/Music5/v4/cb/ce/40/cbce40b6-20cc-835b-ff8f-d72b5f1f6979/source/512x512.jpg"
"Vanitas"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/68/41/aa/6841aa94-452b-7461-0351-9d3be733c60b/source/512x512.jpg"
"Neo-Gothic Propaganda"|"https://is4-ssl.mzstatic.com/image/thumb/Music4/v4/4a/29/a6/4a29a6de-c035-8902-7509-f7f4b66f1f06/source/512x512.jpg"
"Heavy Metal Bulldozer"|"https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/e4/de/10/e4de1082-5b19-4345-a55f-22ea59087e7d/source/512x512.jpg"
"Heavy Metal Chainsaw"|"https://is4-ssl.mzstatic.com/image/thumb/Music115/v4/b3/a9/10/b3a91053-521b-6686-8c08-8b69696555c6/source/512x512.jpg"
"Heavy Metal Drill"|"https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/16/42/75/16427575-6d92-8821-b3dd-decd9ca7bb22/source/512x512.jpg"
"Heaven Denied"|"https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/c6/5b/2d/c65b2d4b-c7c1-f653-39dd-0307d1d1cfae/source/512x512.jpg"
"Jehovirus"|"https://is3-ssl.mzstatic.com/image/thumb/Music5/v4/12/9a/05/129a055d-3b0b-7a3f-cbfc-d6dd8a3bd62a/source/512x512.jpg"
"Apatrida - EP"|"https://is5-ssl.mzstatic.com/image/thumb/Music4/v4/f4/96/4e/f4964eb1-fde3-4518-9d2f-4f8f6aa6d598/source/512x512.jpg"
"Called to Rise"|"https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/c0/b4/46/c0b44685-16c0-55c3-90a2-74582d31050f/source/512x512.jpg"
"Every Nerve Alive"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/30/85/0a/30850a82-9cba-1cb8-9525-07ea4a59029d/source/512x512.jpg"
"I Infidel"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/57/2b/78/572b7888-ed6b-9c51-7184-7818b4ec7672/source/512x512.jpg"
"The Highest Law"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/20/1e/e5/201ee595-d628-7c16-6909-cfb0e54b24cd/source/512x512.jpg"
"Mother Earth"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/c8/54/9a/c8549a65-0223-21ed-d50b-1dd4c18f7958/source/512x512.jpg"
"Eisenwinter"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/a7/6a/a5/a76aa528-633c-714e-04f0-ba71aeae6eb1/source/512x512.jpg"
"Scorn Defeat (Special Edition)"|"https://is3-ssl.mzstatic.com/image/thumb/Music113/v4/ef/8e/2f/ef8e2f3b-03c7-e63a-4f59-7689a2f4e2b2/source/512x512.jpg"
"Graveward"|"https://is3-ssl.mzstatic.com/image/thumb/Music128/v4/b0/21/23/b02123cf-cee1-01ac-6487-1ec9679c36a7/source/512x512.jpg"
"Hangman's Hymn"|"https://is3-ssl.mzstatic.com/image/thumb/Music4/v4/1c/29/36/1c29363b-be6a-83be-c5fc-9046d03802be/source/512x512.jpg"
"Imaginary Sonicscape"|"https://is3-ssl.mzstatic.com/image/thumb/Music6/v4/0b/89/f1/0b89f1ed-9b00-0930-fc9c-81b134ae8d5d/source/512x512.jpg"
"Infidel Art"|"https://is3-ssl.mzstatic.com/image/thumb/Music71/v4/20/0f/06/200f06bc-f5db-511c-6114-1067dd4157d2/source/512x512.jpg"
"Scenario IV: Dread Dreams"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/c8/ef/0a/c8ef0a92-8eeb-d970-3d07-2bcc4c5cceee/source/512x512.jpg"
"In Somniphobia"|"https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/0f/1b/cf/0f1bcfd6-77c7-3481-04d5-8d29b17d9650/source/512x512.jpg"
"Scenes From Hell"|"https://is4-ssl.mzstatic.com/image/thumb/Music4/v4/58/c5/a7/58c5a7b1-a7e8-c1c7-8bf5-39e284f89c63/source/512x512.jpg"
"Gallows Gallery"|"https://is5-ssl.mzstatic.com/image/thumb/Music4/v4/9b/1f/ea/9b1feac6-fecf-1e51-a03a-83517c0e8a8d/source/512x512.jpg"
"Horror/Terror"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/ed/46/ce/ed46ce1a-4742-b8df-427f-8057e148f314/source/512x512.jpg"
"Angry Raw Grinder"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/ed/46/ce/ed46ce1a-4742-b8df-427f-8057e148f314/source/512x512.jpg"
"The Fourth Season"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/35/d4/aa/35d4aa4a-8f76-3254-0601-2d6df30c3f46/source/512x512.jpg"
"In Thought"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/4b/d1/da/4bd1dae7-5a0b-71c7-f03d-d165052e0684/source/512x512.jpg"
"Distant Is the Sun"|"https://is4-ssl.mzstatic.com/image/thumb/Music3/v4/69/35/0b/69350b3c-cd65-d2da-6d56-c227a690aea1/source/512x512.jpg"
"Reborn"|"https://is1-ssl.mzstatic.com/image/thumb/Music69/v4/dd/df/59/dddf5961-55df-e2ce-acad-dada2d9e5eef/source/512x512.jpg"
"Holy Grail"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/d4/ea/69/d4ea69ec-b5b4-1085-98d0-c9653979cd46/source/512x512.jpg"
"JUBILEE"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/ec/c2/81/ecc2810e-a0f3-8633-84a6-72b3ab381e2a/source/512x512.jpg"
"Noble"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/c3/19/86/c3198697-8c53-425a-04c4-eafa14960df6/source/512x512.jpg"
"Lyrical Sympathy"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/bd/d3/c1/bdd3c17f-adec-c8e1-2124-1c6a224c0873/source/512x512.jpg"
"Carheart"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/d8/8d/6d/d88d6d0a-633b-cce8-837c-07bedaea4d4d/source/512x512.jpg"
"Investigator"|"https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/78/b0/b1/78b0b155-59d0-e792-8a62-a66dc9e1432a/source/512x512.jpg"
"Memento Collider"|"https://is3-ssl.mzstatic.com/image/thumb/Music20/v4/34/ba/c6/34bac6df-9166-e6c1-cdbe-5b60b57c6a95/source/512x512.jpg"
"The Black Flux"|"https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/59/ec/eb/59eceb6e-305c-b981-762e-5625a679f2f1/source/512x512.jpg"
"The Agent That Shapes the Desert"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/2b/ba/44/2bba4462-95f6-ea21-b043-bbedd5986159/source/512x512.jpg"
"Watching from a Distance"|"https://is2-ssl.mzstatic.com/image/thumb/Music128/v4/0e/f5/2d/0ef52d8f-a4ec-a101-5172-db885ec0ba64/source/512x512.jpg"
"The Strength to Dream"|"https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/9c/f9/f0/9cf9f0e2-69b1-5f81-e28f-8042da67d1a8/source/512x512.jpg"
"Jealousy"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/b3/d8/f6/b3d8f634-f4e8-487b-dc59-b13caf460126/source/512x512.jpg"
"Art of Life -3rd Movement-"|"https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/31/a9/7d/31a97de7-df6a-8094-d2d5-19e1aa9716ff/source/512x512.jpg"
"Dahlia"|"https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/31/a9/7d/31a97de7-df6a-8094-d2d5-19e1aa9716ff/source/512x512.jpg"
"Blue Blood"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/a7/5c/81/a75c818e-9f2b-0571-63f0-ec7a3fa7aa86/source/512x512.jpg"
"Summoning the Bygones"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/21/1e/11/211e114a-73c7-585b-c992-33db105ca88c/source/512x512.jpg"
"Sudden Death Syndrome"|"https://is3-ssl.mzstatic.com/image/thumb/Music128/v4/a0/a4/eb/a0a4ebfd-0387-1700-338e-31d6235a6620/source/512x512.jpg"
"Mirrors of Disgrace - EP"|"https://is4-ssl.mzstatic.com/image/thumb/Music128/v4/2b/e5/48/2be54812-cfb4-204f-01ea-ebea6a317dfc/source/512x512.jpg"
"Silv‰r Horizon"|"https://is1-ssl.mzstatic.com/image/thumb/Music3/v4/4a/c2/24/4ac22493-ef5e-8f99-5b32-63765c2a887a/source/512x512.jpg"
"Icaros"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/74/4d/bc/744dbcf6-cc3f-ea3e-ea73-71657ba6bcef/source/512x512.jpg"
"Blood Money"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/f0/ee/b1/f0eeb17a-8aca-5b57-0094-ab259b82310a/source/512x512.jpg"
"Under the Guillotine"|"https://is3-ssl.mzstatic.com/image/thumb/Music124/v4/ae/3b/7e/ae3b7ef5-4aac-3d76-547e-ace6ab94fb26/source/512x512.jpg"
"Fejfa helyett"|"https://is1-ssl.mzstatic.com/image/thumb/Music/v4/04/47/ad/0447adca-4169-13e5-036c-33eb8433ca65/source/512x512.jpg"
"Körhinta"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/bd/e2/0c/bde20c98-ed33-d9a7-3758-c1f49ce76f58/source/512x512.jpg"
"Se nap se hold"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/b3/22/e5/b322e5cf-0291-5587-1251-349e342b9196/source/512x512.jpg"
"Spiders (Demo Version)"|"https://is3-ssl.mzstatic.com/image/thumb/Music113/v4/be/3a/97/be3a970d-afc1-e1f1-7dc6-d950e4704963/source/512x512.jpg"
"Tiszt¡t¢t?ñz"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/d5/69/64/d5696401-b2ed-42e2-e8a0-e688195371d2/source/512x512.jpg"
"Ugass Kutya!"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/f8/77/64/f8776460-b53e-6fe1-605e-9df25ad88180/source/512x512.jpg"
"Kegyetlen ?vek"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/f8/77/64/f8776460-b53e-6fe1-605e-9df25ad88180/source/512x512.jpg"
"Origins"|"https://is3-ssl.mzstatic.com/image/thumb/Music6/v4/ac/9d/20/ac9d2053-0aa2-0929-1843-121c349c1a77/source/512x512.jpg"
"Ritualive"|"https://is5-ssl.mzstatic.com/image/thumb/Music113/v4/47/91/4c/47914c7b-9b5e-316d-c72f-eeb2ad8c7feb/source/512x512.jpg"
"Reason"|"https://is5-ssl.mzstatic.com/image/thumb/Music69/v4/e5/97/4b/e5974b23-e346-f7b4-654c-0e22515884d8/source/512x512.jpg"
"Embrace of Memory"|"https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/d1/d3/6f/d1d36f66-8c20-d893-9954-9c5d96df87be/source/512x512.jpg"
"Ñ?ÑøÑ«Ñø¥?-Ñ¬¥?¥?Ñ÷¥?ÑæÑ¯¥? (Manas the Avenger)"|"https://is2-ssl.mzstatic.com/image/thumb/Music6/v4/ab/9c/1e/ab9c1e14-541f-c841-9b99-4e585f887432/source/512x512.jpg"
"Turan"|"https://is2-ssl.mzstatic.com/image/thumb/Music60/v4/9b/05/9f/9b059f34-4123-7385-042f-cb98e260520b/source/512x512.jpg"
"Epos"|"https://is3-ssl.mzstatic.com/image/thumb/Music6/v4/33/6a/16/336a16a2-7470-19c8-81f2-d8d8557b6ecc/source/512x512.jpg"
"Sary Oy Jashil Oy"|"https://is3-ssl.mzstatic.com/image/thumb/Music71/v4/c6/fc/ba/c6fcbab1-9222-4c85-84b6-3f2a0f41bc4d/source/512x512.jpg"
"Khagan - EP"|"https://is5-ssl.mzstatic.com/image/thumb/Music/v4/67/69/fb/6769fb69-fa05-cf8b-5bd5-ee2821e55d29/source/512x512.jpg"
"The Return of the Witch"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/18/09/fc/1809fcea-3296-1356-af1d-1224de7276d6/source/512x512.jpg"
"Advent of the Human God"|"https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/80/a9/cb/80a9cbce-99ba-af7f-f8de-8f7c86c39d60/source/512x512.jpg"
"Pharaoh of Gods"|"https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/a7/5b/7d/a75b7dda-21f7-964d-7b6d-424dae8c6e63/source/512x512.jpg"
"Rise of the Elder Ones"|"https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/af/7b/85/af7b85d3-b2c0-ecb0-7562-ed134cd534a3/source/512x512.jpg"
"Relinquish"|"https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/cd/c0/7a/cdc07a65-08c8-5afa-4104-fb6e8e474863/source/512x512.jpg"
"Time, Unveiled"|"https://is2-ssl.mzstatic.com/image/thumb/Music123/v4/80/08/72/8008721b-f537-a595-07ca-8d1b63348a91/source/512x512.jpg"
"Timeline : The Beginning and End of Everything"|"https://is3-ssl.mzstatic.com/image/thumb/Music113/v4/c6/ed/d6/c6edd6bd-e635-11cc-6bcf-701a54405d5e/source/512x512.jpg"
"Aurora Borealis (Northern Lights)"|"https://is5-ssl.mzstatic.com/image/thumb/Music5/v4/c7/40/01/c7400168-ec15-40e8-aed7-772aca3f2110/source/512x512.jpg"
"Hierophanies"|"https://is5-ssl.mzstatic.com/image/thumb/Music5/v4/c8/51/62/c8516260-8884-4e42-a021-7955afdade6a/source/512x512.jpg"
"The Grand Noir"|"https://is5-ssl.mzstatic.com/image/thumb/Music7/v4/72/37/a4/7237a4f9-e304-7a9a-2403-873b75384290/source/512x512.jpg"
"Frailty"|"https://is2-ssl.mzstatic.com/image/thumb/Music/v4/5e/d8/28/5ed82823-ea3a-ed15-fa62-5f72a75dbfdd/source/512x512.jpg"
"Lost Lifeless Lights"|"https://is4-ssl.mzstatic.com/image/thumb/Music/v4/b2/ab/e3/b2abe359-0a06-897e-39d8-a4ca8fe2b0b8/source/512x512.jpg"
"Northwind"|"https://is3-ssl.mzstatic.com/image/thumb/Music/v4/6c/7a/52/6c7a528a-af5e-91a5-7baa-4da63e862b9c/source/512x512.jpg"
